DATE,T10Y2Y,DTB3,T5YIFR,DTB6,RSXFS,PAYEMS,USSTHPI,DEXCAUS,CPILFESL,CPIAUCSL,FEDFUNDS,BAMLH0A0HYM2,ICSA,M1SL,M2SL,WM2NS,GS1,DGS10,GS10,DGS2,GS5,BAA,HOUST,PCEPI,A191RL1Q225SBEA,W875RX1,RECPROUSM156N,UNRATE
2003-09-30,2.565,0.9377272727272726,2.2849999999999997,1.01,276430.0,130252.0,287.57,1.3643545454545454,193.7,185.1,1.01,5.358636363636363,395500.0,1297.2,6072.8,6064.96,1.24,4.282272727272727,4.27,1.7172727272727273,3.18,6.79,1939.0,82.852,6.8,9944.2,0.02,6.1
2003-10-31,2.5469565217391303,0.9208695652173913,2.4447826086956526,0.998695652173913,274764.0,130439.0,295.71,1.3220478260869566,194.0,184.9,1.01,4.920869565217391,382000.0,1297.8,6063.6,6051.5,1.25,4.290434782608696,4.29,1.7434782608695654,3.19,6.73,1967.0,82.862,4.7,9997.6,0.0,6.0
2003-11-30,2.3715,0.9324999999999999,2.6535,1.0234999999999999,278298.0,130482.0,295.71,1.312505,194.0,185.0,1.0,4.617619047619048,363000.0,1299.1,6069.1,6068.825,1.34,4.307,4.3,1.9355,3.29,6.66,2083.0,82.967,4.7,10067.0,0.02,5.8
2003-12-31,2.360869565217391,0.8952173913043479,2.526086956521739,0.9904347826086957,277612.0,130595.0,295.71,1.3126739130434784,194.2,185.5,0.98,4.278695652173913,358250.0,1306.2,6067.3,6095.9,1.31,4.264782608695652,4.27,1.9039130434782607,3.27,6.6,2057.0,83.15,4.7,10058.0,0.18,5.7
2004-01-31,2.389090909090909,0.8845454545454546,2.487727272727273,0.9704545454545453,278913.0,130765.0,300.36,1.2956772727272727,194.6,186.3,1.0,3.9504347826086956,360200.0,1306.0,6075.5,6067.8,1.24,4.15090909090909,4.15,1.7618181818181817,3.12,6.44,1911.0,83.471,2.3,10025.5,0.1,5.7
2004-02-29,2.3445,0.9245000000000001,2.4355,0.9894999999999999,280932.0,130822.0,300.36,1.32914,194.9,186.7,1.01,4.258571428571429,360750.0,1321.4,6114.3,6073.9,1.24,4.0825,4.08,1.738,3.07,6.27,1846.0,83.649,2.3,10027.2,0.0,5.6
2004-03-31,2.248695652173913,0.9369565217391305,2.450869565217391,0.9891304347826086,286209.0,131139.0,300.36,1.3285782608695653,195.5,187.1,1.0,4.401739130434782,342000.0,1328.7,6150.1,6155.64,1.19,3.826521739130435,3.83,1.5778260869565217,2.79,6.11,1998.0,83.778,2.3,10064.3,0.0,5.8
2004-04-30,2.2790909090909093,0.9427272727272726,2.514090909090909,1.085,282952.0,131410.0,307.69,1.3419727272727273,195.9,187.4,1.0,3.9790909090909095,348250.0,1332.8,6191.2,6239.9,1.43,4.341363636363637,4.35,2.062272727272727,3.39,6.46,2003.0,83.934,3.2,10098.8,0.06,5.6
2004-05-31,2.179047619047619,1.0252380952380953,2.7399999999999998,1.3085714285714285,288252.0,131694.0,307.69,1.3782761904761904,196.2,188.2,1.0,4.250952380952381,336200.0,1333.3,6268.1,6242.86,1.78,4.712857142857143,4.72,2.533809523809524,3.85,6.75,1981.0,84.206,3.2,10162.0,0.06,5.6
2004-06-30,1.9718181818181817,1.2668181818181818,2.6559090909090908,1.6009090909090908,284133.0,131789.0,307.69,1.357840909090909,196.6,188.9,1.03,4.069090909090909,349000.0,1342.7,6270.5,6273.675,2.12,4.737272727272727,4.73,2.7654545454545456,3.93,6.78,1828.0,84.447,3.2,10177.0,0.84,5.6
2004-07-31,1.8631818181818183,1.3304545454545453,2.5536363636363637,1.6527272727272726,287358.0,131849.0,319.41,1.3226363636363636,196.8,189.1,1.26,4.0117391304347825,343000.0,1340.8,6284.3,6280.6,2.1,4.497272727272727,4.5,2.6340909090909093,3.69,6.62,2002.0,84.525,3.8,10231.1,0.14,5.5
2004-08-31,1.7731818181818182,1.479090909090909,2.492272727272727,1.7199999999999998,287941.0,131936.0,319.41,1.3126772727272729,196.9,189.2,1.43,4.081363636363637,340750.0,1354.3,6310.6,6294.92,2.02,4.281363636363636,4.28,2.5081818181818183,3.47,6.46,2024.0,84.569,3.8,10260.6,0.14,5.4
2004-09-30,1.6045454545454545,1.6513636363636364,2.4045454545454543,1.867727272727273,293139.0,132082.0,319.41,1.288659090909091,197.5,189.8,1.61,3.8736363636363635,337250.0,1362.5,6345.3,6337.15,2.12,4.133636363636364,4.13,2.5290909090909093,3.36,6.27,1905.0,84.735,3.8,10280.5,0.02,5.4
2004-10-31,1.5138095238095237,1.7566666666666666,2.3657142857142857,2.0,295115.0,132433.0,326.26,1.2471380952380953,197.9,190.8,1.76,3.727272727272727,334000.0,1362.3,6373.3,6351.475,2.23,4.099523809523809,4.1,2.5857142857142854,3.35,6.21,2072.0,85.099,4.2,10291.5,0.0,5.5
2004-11-30,1.339090909090909,2.070909090909091,2.4154545454545455,2.2704545454545455,296177.0,132509.0,326.26,1.1961090909090908,198.3,191.7,1.93,3.2895454545454546,328750.0,1374.2,6399.8,6395.219999999999,2.5,4.196818181818181,4.19,2.8577272727272724,3.53,6.2,1782.0,85.427,4.2,10264.0,0.14,5.4
2004-12-31,1.2186956521739132,2.1856521739130437,2.4530434782608697,2.4356521739130437,299763.0,132633.0,326.26,1.2188826086956523,198.6,191.7,2.16,3.100869565217391,325250.0,1376.0,6418.3,6448.45,2.67,4.230869565217391,4.23,3.0121739130434784,3.6,6.15,2042.0,85.473,4.2,10654.8,0.04,5.4
2005-01-31,0.9985714285714286,2.3328571428571427,2.419047619047619,2.605714285714286,296696.0,132778.0,333.73,1.224547619047619,199.0,191.6,2.28,3.2042857142857146,343400.0,1367.1,6424.5,6407.2,2.86,4.221904761904762,4.22,3.223333333333333,3.71,6.02,2144.0,85.585,4.5,10306.8,0.06,5.3
2005-02-28,0.7825,2.54,2.387,2.773,300557.0,133033.0,333.73,1.23952,199.4,192.4,2.5,3.0515,311750.0,1371.1,6432.8,6405.675,3.03,4.1705,4.17,3.3880000000000003,3.77,5.82,2207.0,85.823,4.5,10306.2,0.02,5.4
2005-03-31,0.768695652173913,2.7404347826086957,2.5443478260869563,3.0008695652173913,301308.0,133153.0,333.73,1.2160260869565216,200.1,193.1,2.63,2.983913043478261,332000.0,1370.9,6441.9,6463.975,3.3,4.502173913043478,4.5,3.7334782608695654,4.17,6.06,1864.0,86.08,4.5,10347.8,0.24,5.2
2005-04-30,0.6871428571428572,2.780952380952381,2.5004761904761903,3.0542857142857143,303760.0,133516.0,344.42,1.2359,200.2,193.7,2.79,3.7813636363636363,323200.0,1358.4,6455.9,6518.525,3.32,4.3409523809523805,4.34,3.653809523809524,4.0,6.05,2061.0,86.321,2.0,10378.9,0.0,5.2
2005-05-31,0.4977272727272727,2.8440909090909092,2.403181818181818,3.0795454545454546,301776.0,133687.0,344.42,1.2556636363636364,200.5,193.6,3.0,4.227727272727273,327000.0,1366.0,6473.3,6454.219999999999,3.33,4.141363636363637,4.14,3.6436363636363636,3.85,6.01,2025.0,86.37,2.0,10432.3,0.1,5.1
2005-06-30,0.3577272727272727,2.972727272727273,2.265909090909091,3.127727272727273,310989.0,133940.0,344.42,1.2401681818181818,200.6,193.7,3.04,3.902727272727273,325750.0,1380.1,6505.8,6513.825,3.36,3.998181818181818,4.0,3.6404545454545456,3.77,5.86,2068.0,86.423,2.0,10466.0,0.04,5.0
2005-07-31,0.3061904761904762,3.21,2.2919047619047617,3.410476190476191,313520.0,134297.0,354.9,1.2237571428571428,200.9,194.9,3.26,3.494090909090909,324400.0,1369.0,6537.4,6528.925,3.64,4.171904761904762,4.18,3.865714285714285,3.98,5.95,2054.0,86.79,3.2,10500.9,0.44,5.0
2005-08-31,0.21826086956521742,3.4408695652173913,2.334782608695652,3.6647826086956523,310046.0,134495.0,354.9,1.2042826086956522,201.1,196.1,3.5,3.3739130434782605,315750.0,1377.8,6570.2,6548.780000000001,3.87,4.262608695652174,4.26,4.044347826086956,4.12,5.96,2095.0,87.14,3.2,10500.7,1.98,4.9
2005-09-30,0.2540909090909091,3.4177272727272725,2.387272727272727,3.666363636363636,310673.0,134551.0,354.9,1.17815,201.3,198.8,3.62,3.639090909090909,382750.0,1378.6,6604.3,6589.25,3.85,4.191363636363636,4.2,3.9372727272727275,4.01,6.03,2151.0,87.981,3.2,10469.1,12.46,5.0
2005-10-31,0.19142857142857145,3.698095238095238,2.4042857142857144,3.9823809523809524,310479.0,134644.0,362.93,1.1772809523809524,202.0,199.1,3.78,3.584761904761905,352200.0,1376.5,6638.6,6608.74,4.18,4.458095238095238,4.46,4.266666666666667,4.33,6.3,2065.0,88.121,2.3,10541.8,0.08,5.0
2005-11-30,0.11772727272727272,3.8822727272727273,2.460909090909091,4.147272727272727,313303.0,135001.0,362.93,1.1813863636363637,202.5,198.1,4.0,3.6213636363636366,317250.0,1376.1,6655.0,6656.150000000001,4.33,4.532727272727272,4.54,4.415,4.45,6.39,2147.0,87.938,2.3,10614.8,0.02,5.0
2005-12-31,0.060454545454545455,3.886818181818182,2.3795454545454544,4.177727272727273,313473.0,135161.0,362.93,1.161659090909091,202.8,198.1,4.16,3.65695652173913,316400.0,1374.3,6681.9,6702.45,4.35,4.463181818181818,4.47,4.402727272727272,4.39,6.32,1994.0,87.938,2.3,10665.6,0.02,4.9
2006-01-31,0.018636363636363635,4.224545454545455,2.4045454545454543,4.307272727272727,322348.0,135425.0,368.69,1.1577318181818181,203.2,199.3,4.29,3.553181818181818,295750.0,1379.5,6724.3,6709.960000000001,4.45,4.412272727272728,4.42,4.393636363636364,4.35,6.24,2273.0,88.364,5.5,10773.5,0.02,4.7
2006-02-28,-0.1005,4.433,2.4465,4.5225,320171.0,135731.0,368.69,1.14906,203.6,199.4,4.49,3.335,290750.0,1378.4,6748.6,6720.775,4.68,4.5675,4.57,4.668,4.57,6.27,2119.0,88.417,5.5,10855.3,0.04,4.8
2006-03-31,-0.009999999999999998,4.512173913043478,2.428695652173913,4.6173913043478265,320869.0,136040.0,368.69,1.1573086956521739,204.3,199.7,4.59,3.2517391304347822,301750.0,1383.2,6762.9,6794.575,4.77,4.7239130434782615,4.72,4.73391304347826,4.72,6.41,1969.0,88.588,5.5,10906.5,0.08,4.7
2006-04-30,0.101,4.6025,2.519,4.721,322561.0,136211.0,372.46,1.1441050000000001,204.8,200.7,4.79,3.06,303600.0,1381.4,6800.1,6870.05,4.9,4.9935,4.99,4.8925,4.9,6.68,1821.0,88.999,1.0,10915.7,0.32,4.7
2006-05-31,0.14,4.7156521739130435,2.632173913043478,4.820434782608696,321794.0,136247.0,372.46,1.1098695652173913,205.4,201.3,4.94,3.0186956521739132,332750.0,1387.2,6806.9,6793.82,5.0,5.107826086956522,5.11,4.967826086956522,5.0,6.75,1942.0,89.239,1.0,10899.4,0.28,4.6
2006-06-30,-0.015454545454545453,4.791363636363636,2.538181818181818,4.974545454545455,323184.0,136328.0,372.46,1.1137272727272727,205.9,201.8,4.99,3.2809090909090908,305500.0,1375.4,6844.9,6851.775,5.16,5.106363636363636,5.11,5.121818181818182,5.07,6.78,1802.0,89.459,1.0,10910.2,0.16,4.6
2006-07-31,-0.030476190476190476,4.9471428571428575,2.5757142857142856,5.063809523809524,324204.0,136522.0,375.53,1.1285761904761904,206.3,202.9,5.24,3.3704761904761904,318800.0,1372.4,6886.3,6869.38,5.22,5.090476190476191,5.09,5.120952380952382,5.04,6.76,1737.0,89.765,0.6,10897.3,0.16,4.7
2006-08-31,-0.026956521739130435,4.960434782608695,2.6165217391304347,4.9739130434782615,325324.0,136688.0,375.53,1.118213043478261,206.8,203.8,5.25,3.4182608695652177,314250.0,1372.4,6917.1,6892.95,5.08,4.8765217391304345,4.88,4.903478260869565,4.82,6.59,1650.0,90.047,0.6,10884.7,0.1,4.7
2006-09-30,-0.049523809523809526,4.809523809523809,2.510952380952381,4.886190476190476,323236.0,136824.0,375.53,1.1156190476190477,207.2,202.8,5.25,3.428636363636364,316200.0,1364.4,6944.2,6920.125,4.97,4.7195238095238095,4.72,4.769047619047619,4.67,6.43,1720.0,89.812,0.6,10955.9,0.12,4.5
2006-10-31,-0.06545454545454545,4.912727272727273,2.4600000000000004,4.920000000000001,322678.0,136848.0,379.36,1.1284272727272728,207.6,201.9,5.25,3.252272727272727,315500.0,1370.3,6993.3,6952.42,5.01,4.727727272727273,4.73,4.793181818181818,4.69,6.42,1491.0,89.599,3.4,11030.8,0.08,4.4
2006-11-30,-0.14636363636363636,4.942272727272727,2.430454545454545,4.948636363636364,323343.0,137069.0,379.36,1.1361318181818183,207.8,202.0,5.25,3.14,326250.0,1370.8,7028.4,7024.325,5.01,4.594090909090909,4.6,4.740454545454546,4.58,6.2,1570.0,89.63,3.4,11091.2,0.04,4.5
2006-12-31,-0.10761904761904761,4.8480952380952385,2.376666666666667,4.881904761904762,326849.0,137253.0,379.36,1.1534380952380954,208.1,203.1,5.24,2.9936363636363637,324000.0,1366.6,7071.6,7086.15,4.94,4.567619047619048,4.56,4.675238095238096,4.53,6.22,1649.0,89.949,3.4,11146.8,0.0,4.4
2007-01-31,-0.11608695652173913,4.9708695652173915,2.362608695652174,4.948695652173913,327181.0,137476.0,380.78,1.1755347826086955,208.6,203.437,5.25,2.767826086956522,317250.0,1371.7,7109.6,7104.88,5.06,4.757826086956522,4.76,4.873913043478261,4.75,6.34,1409.0,90.249,1.2,11129.6,0.12,4.6
2007-02-28,-0.127,5.0275,2.354,4.957,327953.0,137554.0,380.78,1.17063,209.135,204.226,5.26,2.6205,322750.0,1363.0,7125.3,7105.525,5.05,4.721,4.72,4.848000000000001,4.71,6.28,1480.0,90.529,1.2,11172.7,0.02,4.5
2007-03-31,-0.009090909090909092,4.9390909090909085,2.3336363636363635,4.890454545454546,330579.0,137781.0,380.78,1.1681590909090909,209.418,205.288,5.26,2.86,309400.0,1366.5,7159.1,7193.7,4.92,4.5645454545454545,4.56,4.573636363636364,4.48,6.27,1495.0,90.861,1.2,11220.1,0.08,4.4
2007-04-30,0.027619047619047623,4.869047619047619,2.3990476190476193,4.863333333333333,329560.0,137843.0,380.53,1.1349857142857143,209.747,205.904,5.25,2.741904761904762,320250.0,1378.0,7231.3,7289.719999999999,4.93,4.6938095238095245,4.69,4.666190476190476,4.59,6.39,1490.0,91.074,2.6,11252.5,0.12,4.5
2007-05-31,-0.018695652173913044,4.733478260869566,2.367826086956522,4.779565217391304,334202.0,137993.0,380.53,1.094404347826087,210.058,206.755,5.25,2.5660869565217395,304250.0,1380.9,7245.4,7240.575,4.91,4.751304347826087,4.75,4.77,4.67,6.39,1415.0,91.339,2.6,11260.7,0.3,4.4
2007-06-30,0.12238095238095237,4.610952380952381,2.4514285714285715,4.756190476190476,331076.0,138072.0,380.53,1.065104761904762,210.392,207.234,5.25,2.612727272727273,315200.0,1368.2,7278.6,7282.9,4.96,5.102857142857142,5.1,4.980476190476191,5.03,6.7,1448.0,91.532,2.6,11256.3,0.42,4.6
2007-07-31,0.18409090909090908,4.820909090909091,2.4440909090909093,4.833181818181818,332342.0,138042.0,376.28,1.0506,210.773,207.603,5.26,3.3486363636363636,313250.0,1371.8,7309.0,7285.12,4.96,5.006363636363637,5.0,4.822272727272727,4.88,6.65,1354.0,91.672,2.4,11259.9,0.56,4.7
2007-08-31,0.3617391304347826,4.201739130434783,2.429130434782609,4.379565217391304,334169.0,138017.0,376.28,1.0578521739130435,211.119,207.667,5.02,4.31,320000.0,1376.3,7385.1,7344.95,4.47,4.674782608695652,4.67,4.3130434782608695,4.43,6.65,1330.0,91.734,2.4,11248.8,0.42,4.6
2007-09-30,0.504,3.893,2.4699999999999998,4.0475,335442.0,138103.0,376.28,1.026745,211.554,208.547,4.94,4.424285714285714,313400.0,1375.7,7403.2,7372.6,4.14,4.5225,4.52,4.0185,4.2,6.59,1183.0,92.088,2.4,11261.1,0.56,4.7
2007-10-31,0.5604347826086957,3.8991304347826086,2.460434782608696,4.014347826086956,337530.0,138174.0,375.07,0.9754130434782609,212.077,209.19,4.76,4.160869565217391,328250.0,1379.4,7417.2,7371.24,4.1,4.53304347826087,4.53,3.9726086956521742,4.2,6.48,1264.0,92.367,2.5,11250.6,1.4,4.7
2007-11-30,0.8209090909090908,3.257727272727273,2.4477272727272728,3.45,341133.0,138292.0,375.07,0.9659318181818182,212.66,210.834,4.49,5.3109090909090915,336000.0,1371.8,7441.8,7432.35,3.5,4.1454545454545455,4.15,3.3245454545454547,3.67,6.4,1197.0,92.856,2.5,11242.8,2.5,4.7
2007-12-31,0.980952380952381,3.008095238095238,2.4023809523809527,3.24,336189.0,138398.0,375.07,1.0013571428571428,213.168,211.445,4.24,5.692380952380953,348200.0,1373.4,7471.6,7496.6,3.26,4.103809523809524,4.1,3.1228571428571428,3.49,6.65,1037.0,93.072,2.5,11273.1,8.64,5.0
2008-01-31,1.2578260869565216,2.778260869565217,2.424782608695652,2.7778260869565217,337412.0,138399.0,372.32,1.0098391304347825,213.771,212.174,3.94,6.7586956521739125,338750.0,1377.7,7505.5,7503.225,2.71,3.753478260869565,3.74,2.4956521739130433,2.98,6.54,1084.0,93.307,-1.6,11263.3,22.38,5.0
2008-02-29,1.7685714285714287,2.126190476190476,2.531428571428571,2.039047619047619,334584.0,138323.0,372.32,0.9986857142857143,213.939,212.687,2.98,7.245238095238095,346750.0,1380.4,7590.6,7571.725,2.05,3.738571428571429,3.74,1.97,2.78,6.82,1103.0,93.492,-1.6,11263.4,48.42,4.9
2008-03-31,1.8861904761904762,1.231904761904762,2.578095238095238,1.4619047619047618,335193.0,138255.0,372.32,1.0029428571428571,214.42,213.448,2.61,8.098095238095238,363400.0,1388.7,7656.2,7707.0,1.54,3.501904761904762,3.51,1.6157142857142857,2.48,6.89,1005.0,93.76,-1.6,11260.6,64.56,5.1
2008-04-30,1.627727272727273,1.2936363636363637,2.3995454545454544,1.5495454545454548,334843.0,138038.0,362.93,1.0137181818181817,214.56,213.942,2.28,7.3931818181818185,359500.0,1391.4,7699.2,7775.875,1.74,3.675,3.68,2.0472727272727274,2.84,6.97,1013.0,93.934,2.3,11192.7,77.0,5.0
2008-05-31,1.4322727272727271,1.737727272727273,2.4831818181818184,1.8231818181818182,337947.0,137847.0,362.93,0.9988045454545454,214.936,215.208,1.98,6.685652173913044,366800.0,1393.4,7711.2,7703.65,2.06,3.8786363636363634,3.88,2.4463636363636363,3.15,6.93,973.0,94.337,2.3,11146.1,83.52,5.4
2008-06-30,1.3257142857142856,1.856190476190476,2.4257142857142857,2.1323809523809523,338311.0,137689.0,362.93,1.0166238095238096,215.424,217.463,2.0,6.730952380952381,383250.0,1404.6,7728.9,7729.5,2.42,4.099523809523809,4.1,2.7738095238095237,3.49,7.07,1046.0,95.021,2.3,11086.5,88.04,5.6
2008-07-31,1.4352173913043478,1.6339130434782607,2.4147826086956523,1.932173913043478,336771.0,137492.0,351.49,1.013286956521739,215.965,219.016,2.01,7.748695652173913,398000.0,1421.1,7775.4,7748.4,2.28,4.00695652173913,4.01,2.5717391304347825,3.3,7.16,923.0,95.463,-2.1,11040.1,95.34,5.8
2008-08-31,1.4652380952380952,1.7219047619047618,2.4252380952380954,1.9185714285714286,334045.0,137209.0,351.49,1.0534571428571429,216.393,218.69,2.0,8.19909090909091,433000.0,1407.4,7790.2,7744.75,2.18,3.8857142857142852,3.89,2.4204761904761902,3.14,7.15,844.0,95.386,-2.1,11090.4,99.64,6.1
2008-09-30,1.6036363636363637,1.1595454545454544,2.3445454545454543,1.6240909090909093,328343.0,136758.0,351.49,1.0584272727272728,216.713,218.877,1.81,9.19,464000.0,1462.0,7859.5,7796.780000000001,1.91,3.6927272727272724,3.69,2.0890909090909093,2.88,7.31,820.0,95.465,-2.1,11086.5,99.98,6.1
2008-10-31,2.2047826086956523,0.6556521739130435,2.142608695652174,1.185217391304348,314830.0,136294.0,348.25,1.1849260869565217,216.788,216.995,0.97,14.942608695652174,475250.0,1473.8,7965.3,7923.025,1.42,3.817391304347826,3.81,1.6126086956521741,2.73,8.88,777.0,94.835,-8.5,11152.8,88.06,6.5
2008-11-30,2.305,0.189,2.7435,0.73,301332.0,135546.0,348.25,1.216815,216.947,213.153,0.39,17.959047619047617,519800.0,1514.6,8015.8,7983.45,1.07,3.5145000000000004,3.53,1.2095,2.29,9.21,652.0,93.716,-8.5,11209.4,99.92,6.8
2008-12-31,1.5826086956521739,0.03304347826086956,0.7239130434782608,0.2543478260869565,294025.0,134849.0,348.25,1.2327739130434783,216.925,211.398,0.16,20.286956521739132,564000.0,1601.7,8192.1,8200.939999999999,0.49,2.40695652173913,2.42,0.8243478260869566,1.52,8.43,560.0,93.192,-8.5,11080.3,100.0,7.3
2009-01-31,1.6968181818181818,0.12863636363636363,1.163181818181818,0.3018181818181818,298673.0,134069.0,350.83,1.2261090909090908,217.346,211.933,0.15,16.79391304347826,572000.0,1582.8,8273.7,8285.25,0.44,2.498181818181818,2.52,0.8013636363636363,1.6,8.14,490.0,93.203,-4.6,10880.7,100.0,7.8
2009-02-28,1.8960000000000001,0.2955,1.659,0.4525,297631.0,133311.0,350.83,1.245115,217.792,212.705,0.22,16.536190476190477,644000.0,1567.2,8303.1,8286.875,0.62,2.871,2.87,0.975,1.87,8.08,582.0,93.369,-4.6,10704.9,99.82,8.3
2009-03-31,1.8881818181818182,0.21363636363636365,1.632272727272727,0.4163636363636364,292300.0,132493.0,350.83,1.2645181818181819,218.253,212.495,0.18,17.837727272727275,659250.0,1578.9,8369.3,8427.3,0.64,2.819545454545455,2.82,0.9313636363636365,1.82,8.42,505.0,93.267,-4.6,10631.6,99.9,8.7
2009-04-30,2.0,0.1590909090909091,1.9677272727272728,0.3468181818181818,293614.0,131825.0,341.63,1.224181818181818,218.706,212.709,0.15,15.623636363636365,627750.0,1611.6,8372.9,8449.725,0.55,2.928636363636364,2.93,0.9286363636363636,1.86,8.39,478.0,93.401,-0.7,10616.3,98.08,9.0
2009-05-31,2.3714285714285714,0.1761904761904762,2.0976190476190473,0.29666666666666663,296501.0,131470.0,341.63,1.1513857142857142,218.904,213.022,0.18,12.50590909090909,612000.0,1617.5,8430.7,8422.3,0.5,3.3004761904761906,3.29,0.9290476190476191,2.13,8.06,540.0,93.498,-0.7,10604.5,90.82,9.4
2009-06-30,2.5377272727272726,0.17681818181818182,2.1931818181818183,0.3109090909090909,302169.0,131002.0,341.63,1.1263545454545456,219.112,214.79,0.21,10.80590909090909,598250.0,1658.8,8440.5,8439.74,0.51,3.7218181818181817,3.72,1.184090909090909,2.71,7.5,585.0,94.053,-0.7,10521.4,65.82,9.5
2009-07-31,2.5426086956521736,0.18304347826086956,2.1869565217391305,0.27565217391304353,302802.0,130661.0,332.72,1.1228608695652174,219.263,214.726,0.16,10.27,566500.0,1662.5,8445.1,8411.575,0.48,3.5599999999999996,3.56,1.017391304347826,2.46,7.09,594.0,94.063,1.5,10472.0,2.92,9.5
2009-08-31,2.4719047619047623,0.17142857142857143,2.3452380952380953,0.2642857142857143,309023.0,130480.0,332.72,1.0872380952380953,219.496,215.445,0.16,8.971428571428572,559200.0,1660.0,8445.0,8385.42,0.46,3.587142857142857,3.59,1.1152380952380954,2.57,6.58,586.0,94.336,1.5,10447.3,0.6,9.6
2009-09-30,2.4486363636363637,0.12409090909090909,2.180454545454545,0.2081818181818182,301033.0,130240.0,332.72,1.081990909090909,219.92,215.861,0.15,8.452272727272726,547500.0,1664.9,8444.2,8397.425,0.4,3.4040909090909093,3.4,0.9554545454545454,2.37,6.31,585.0,94.489,1.5,10440.8,0.26,9.8
2009-10-31,2.437727272727273,0.0740909090909091,2.304090909090909,0.16045454545454546,304154.0,130062.0,330.19,1.0541227272727272,220.501,216.509,0.12,7.76304347826087,525400.0,1677.7,8471.1,8422.5,0.37,3.3881818181818186,3.39,0.9504545454545454,2.33,6.29,534.0,94.847,4.3,10439.9,0.24,10.0
2009-11-30,2.5995238095238093,0.05285714285714286,2.5090476190476187,0.1542857142857143,306675.0,130059.0,330.19,1.0584857142857143,220.666,217.234,0.12,7.561904761904763,494000.0,1683.0,8500.8,8489.84,0.31,3.4014285714285717,3.4,0.8019047619047619,2.23,6.32,588.0,95.084,4.3,10473.7,0.08,9.9
2009-12-31,2.72,0.05434782608695652,2.5443478260869568,0.1682608695652174,308413.0,129808.0,330.19,1.0534652173913044,220.881,217.347,0.12,6.919130434782608,485500.0,1692.8,8496.0,8546.675000000001,0.37,3.6,3.59,0.8799999999999999,2.34,6.37,581.0,95.14,4.3,10505.5,0.14,9.9
2010-01-31,2.8,0.06142857142857143,2.6471428571428572,0.15095238095238095,308343.0,129798.0,326.25,1.0432,220.633,217.488,0.11,6.233181818181818,479800.0,1674.7,8458.1,8479.15,0.35,3.7371428571428575,3.73,0.9371428571428572,2.48,6.25,614.0,95.348,2.0,10490.7,0.1,9.8
2010-02-28,2.835,0.1085,2.5915,0.181,308568.0,129700.0,326.25,1.0569950000000001,220.731,217.281,0.13,6.730952380952381,485750.0,1699.8,8507.4,8487.275,0.35,3.691,3.69,0.8560000000000001,2.36,6.34,604.0,95.345,2.0,10487.0,0.06,9.8
2010-03-31,2.7686956521739132,0.15043478260869564,2.566521739130435,0.2234782608695652,315984.0,129864.0,326.25,1.0229,220.783,217.353,0.16,6.121739130434783,470250.0,1711.9,8504.5,8566.14,0.4,3.7273913043478264,3.73,0.9586956521739131,2.43,6.27,636.0,95.48,2.0,10529.1,0.0,9.9
2010-04-30,2.786363636363636,0.1622727272727273,2.730909090909091,0.24181818181818182,318803.0,130115.0,323.28,1.005209090909091,220.822,217.403,0.2,5.6040909090909095,469000.0,1699.0,8535.2,8611.55,0.45,3.8468181818181817,3.85,1.0604545454545455,2.58,6.25,687.0,95.532,3.9,10638.7,0.0,9.9
2010-05-31,2.587619047619048,0.16,2.4476190476190474,0.22238095238095237,315560.0,130645.0,323.28,1.0407285714285714,220.962,217.29,0.2,6.5009523809523815,459400.0,1710.1,8589.9,8577.66,0.37,3.4147619047619044,3.42,0.8271428571428572,2.18,6.05,583.0,95.562,3.9,10740.6,0.0,9.6
2010-06-30,2.4795454545454545,0.12363636363636364,2.2427272727272727,0.19090909090909092,314889.0,130501.0,323.28,1.0376227272727272,221.194,217.199,0.18,7.016818181818182,460500.0,1731.6,8609.0,8608.95,0.32,3.2040909090909087,3.2,0.7245454545454545,2.0,6.23,536.0,95.522,3.9,10755.9,0.4,9.4
2010-07-31,2.393636363636364,0.15818181818181817,2.1122727272727273,0.20136363636363636,315811.0,130420.0,326.43,1.04325,221.363,217.605,0.18,6.778695652173913,459200.0,1724.0,8618.8,8577.849999999999,0.29,3.0109090909090908,3.01,0.6172727272727273,1.76,6.01,546.0,95.604,3.1,10789.5,0.14,9.4
2010-08-31,2.178181818181818,0.155,2.0172727272727276,0.19136363636363637,317208.0,130424.0,326.43,1.0403954545454546,221.509,217.923,0.19,6.755909090909091,475000.0,1748.7,8669.1,8601.76,0.26,2.6986363636363637,2.7,0.5204545454545455,1.47,5.66,599.0,95.735,3.1,10811.8,0.12,9.5
2010-09-30,2.169090909090909,0.15136363636363637,2.1886363636363635,0.19318181818181818,320261.0,130339.0,326.43,1.0333272727272726,221.711,218.275,0.19,6.421363636363637,453500.0,1766.2,8700.1,8650.6,0.26,2.650909090909091,2.65,0.4818181818181818,1.41,5.66,594.0,95.83,3.1,10824.2,0.02,9.5
2010-10-31,2.159047619047619,0.13380952380952382,2.519047619047619,0.1757142857142857,324098.0,130620.0,324.11,1.017704761904762,221.83,219.035,0.19,6.008181818181819,446800.0,1780.4,8749.4,8703.725,0.23,2.533809523809524,2.54,0.37476190476190474,1.18,5.72,543.0,96.135,2.1,10840.9,0.04,9.4
